index,gold_clean,predicted_answer,correct,response_length,confidence,completion_tokens,prompt_tokens,total_tokens
748,336,336,True,835,0,404,83,487
749,3,0,False,1119,0,447,79,526
750,4000,49920,False,840,0,392,100,492
751,43,43,True,1169,0,530,149,679
752,240,240,True,803,0,344,79,423
753,128,128,True,972,0,506,99,605
754,89,83,False,2006,0,1014,147,1161
755,7,7,True,495,0,254,90,344
756,22,22,True,466,0,536,96,632
757,75,75,True,927,0,451,124,575
758,133,133,True,234,0,190,69,259
759,60000,60,False,496,0,331,87,418
760,16,16,True,760,0,462,106,568
761,27,27.27.,False,491,0,623,84,707
762,85,85,True,521,0,367,96,463
763,100,100,True,799,0,455,110,565
764,14,14,True,773,0,455,122,577
765,490,490,True,719,0,403,70,473
766,12,12,True,472,0,277,95,372
767,60,60,True,537,0,295,83,378
768,675,450,False,629,0,331,83,414
769,110,80,False,784,0,316,109,425
770,4,4,True,575,0,493,147,640
771,3,3,True,489,0,257,103,360
772,50,50,True,1157,0,493,119,612
773,10,10,True,881,0,411,88,499
774,10,10,True,540,0,347,86,433
775,276,276,True,746,0,389,105,494
776,800,800,True,395,0,279,72,351
777,4400,2000,False,1055,0,563,133,696
778,38,38,True,874,0,498,125,623
779,255,330,False,1015,0,487,109,596
780,25,65,False,137,0,1688,154,1842
781,17,17,True,556,0,258,84,342
782,54,,False,958,0,415,87,502
783,4,8,False,751,0,423,147,570
784,15,15,True,629,0,368,110,478
785,155,155,True,767,0,425,89,514
786,142,142,True,751,0,328,98,426
787,25,25,True,635,0,380,101,481
788,100,100,True,623,0,338,93,431
789,4,7,False,607,0,343,124,467
790,108,1080,False,717,0,687,119,806
791,100,100,True,467,0,342,94,436
792,75,75,True,465,0,283,98,381
793,250,250,True,823,0,376,111,487
794,32,32,True,496,0,257,85,342
795,20,20,True,581,0,343,105,448
796,2880000,312,False,1371,0,536,105,641
797,540,540,True,692,0,400,109,509
798,20,30,False,1658,0,754,158,912
799,4,4,True,519,0,327,77,404
800,428,428,True,363,0,295,84,379
801,1240,1240,True,901,0,428,104,532
802,6,6,True,2024,0,848,105,953
803,9,9,True,1201,0,595,101,696
804,20,20,True,787,0,1146,109,1255
805,1170,1170,True,518,0,310,91,401
806,70,28.5,False,1115,0,701,119,820
807,4,12,False,1092,0,486,107,593
808,12,9.5,False,794,0,482,95,577
809,50,50,True,625,0,407,130,537
810,310,310,True,880,0,511,106,617
811,60,60,True,582,0,319,124,443
812,79,96,False,1156,0,561,160,721
813,7,21,False,946,0,444,128,572
814,11,1,False,908,0,5505,126,5631
815,4,4,True,653,0,2198,120,2318
816,4500,1500,False,755,0,356,78,434
817,15,15,True,589,0,321,79,400
818,16,16,True,1031,0,526,99,625
819,6,6250,False,360,0,234,99,333
820,720,720,True,778,0,400,104,504
821,35,55,False,698,0,351,119,470
822,1260,180,False,713,0,329,87,416
823,14,18,False,659,0,359,141,500
824,52,52,True,891,0,419,99,518
825,153,153,True,1068,0,747,107,854
826,27,27,True,776,0,416,112,528
827,11,21.00,False,957,0,531,127,658
828,60,60,True,545,0,337,86,423
829,14,14,True,736,0,490,120,610
830,1128,10.8,False,1229,0,698,109,807
831,324,339,False,478,0,790,130,920
832,42,42.00,True,686,0,365,95,460
833,40,40,True,814,0,598,117,715
834,80,80,True,941,0,388,89,477
835,48,27,False,2521,0,1050,92,1142
836,140,140,True,691,0,415,104,519
837,120,350,False,1048,0,620,168,788
838,15,15,True,761,0,397,100,497
839,2,2,True,752,0,452,83,535
840,16,20,False,593,0,433,106,539
841,5600,5,False,544,0,344,97,441
842,10,10,True,479,0,244,81,325
843,19,19,True,822,0,429,84,513
844,180,225,False,1998,0,868,91,959
845,12,,False,0,0,0,0,0
846,11,,False,0,0,0,0,0
847,975,975,True,479,0,302,83,385
848,10,20,False,740,0,415,96,511
849,75,75,True,502,0,300,84,384
850,70,45,False,949,0,512,102,614
851,110,110,True,629,0,314,79,393
852,123,123,True,1146,0,543,97,640
853,15,15,True,663,0,401,84,485
854,144,144,True,629,0,441,120,561
855,13,13,True,26,0,655,95,750
856,7,7,True,756,0,374,115,489
857,14000,14,False,1623,0,680,123,803
858,3430,294,False,889,0,402,69,471
859,1520,1520,True,700,0,382,96,478
860,3,3,True,812,0,392,79,471
861,30,6,False,925,0,459,103,562
862,40,40,True,797,0,462,123,585
863,110,110,True,650,0,301,80,381
864,80,20,False,929,0,441,106,547
865,23,23,True,783,0,487,111,598
866,28,28,True,785,0,521,91,612
867,7,7,True,717,0,325,98,423
868,15,15.00,True,572,0,361,127,488
869,500,500,True,366,0,224,78,302
870,40,40,True,779,0,387,97,484
871,48,77,False,282,0,291,103,394
872,13,13.00,True,675,0,442,86,528
873,12,12.00,True,500,0,275,88,363
874,132,132,True,478,0,279,78,357
875,60,60,True,623,0,336,82,418
876,41,41,True,1060,0,545,139,684
877,7000,7000,True,905,0,519,121,640
878,5,5,True,54,0,686,91,777
879,575,2,False,756,0,480,98,578
880,10,40,False,1046,0,389,106,495
881,16,16,True,720,0,431,71,502
882,5,131,False,1519,0,754,156,910
883,25,25,True,524,0,341,114,455
884,50,50,True,450,0,316,84,400
885,500,500,True,457,0,309,96,405
886,20,20,True,862,0,490,107,597
887,34,38,False,425,0,274,83,357
888,10,10,True,521,0,250,73,323
889,15,15,True,492,0,330,95,425
890,25,25,True,929,0,515,90,605
891,55,55,True,1006,0,569,101,670
892,1,1,True,871,0,601,100,701
893,480,480,True,815,0,458,90,548
894,26,69,False,880,0,435,123,558
895,74,74,True,416,0,286,99,385
896,250,250,True,860,0,431,91,522
897,1,1,True,825,0,432,83,515
898,110,110,True,672,0,462,121,583
899,16,16,True,575,0,288,93,381
900,15,10,False,954,0,554,107,661
901,1,0,False,838,0,406,119,525
902,8,8,True,381,0,287,84,371
903,16,16,True,894,0,553,98,651
904,8,8,True,545,0,266,85,351
905,5,1,False,894,0,402,87,489
906,10,6,False,966,0,440,95,535
907,16,16,True,235,0,175,74,249
908,14,14,True,891,0,364,78,442
909,38,38,True,791,0,477,79,556
910,700,700,True,660,0,401,81,482
911,64,64,True,653,0,321,102,423
912,6,6,True,521,0,288,88,376
913,6,6.,True,753,0,758,114,872
914,3,3,True,745,0,437,87,524
915,23,23,True,844,0,442,91,533
916,14,22.50,False,806,0,580,138,718
917,12,12,True,463,0,269,76,345
918,56,56,True,800,0,425,87,512
919,90,90,True,816,0,558,124,682
920,47,47,True,1043,0,566,125,691
921,4,4,True,646,0,301,79,380
922,60,60,True,854,0,345,79,424
923,2,3,False,993,0,452,116,568
924,12,12,True,616,0,2697,142,2839
925,2000,2,False,834,0,521,126,647
926,1,15,False,1179,0,5372,170,5542
927,85000,85000,True,929,0,2386,116,2502
928,60,300,False,691,0,4504,119,4623
929,60,60,True,1016,0,477,84,561
930,14,14,True,689,0,389,133,522
931,50,50,True,1000,0,820,92,912
932,24,24,True,778,0,387,110,497
933,15,15,True,732,0,431,108,539
934,410,10.93,False,1089,0,608,118,726
935,64800,64,False,1480,0,951,138,1089
936,250,250,True,138,0,537,159,696
937,159,159,True,870,0,407,95,502
938,4,4,True,1235,0,672,106,778
939,650,650,True,742,0,365,123,488
940,280,56,False,1147,0,487,95,582
941,842,610,False,940,0,446,118,564
942,205,178.75,False,718,0,387,99,486
943,50,140,False,867,0,500,95,595
944,34,6.00,False,1118,0,516,104,620
945,17,17,True,1732,0,851,130,981
946,450,450,True,369,0,220,86,306
947,13,13,True,302,0,183,98,281
948,15,15,True,1180,0,514,127,641
949,42,42,True,590,0,309,69,378
950,5,5,True,843,0,1048,98,1146
951,300,12,False,779,0,423,100,523
952,360,1800,False,592,0,311,87,398
953,452,1537,False,1016,0,539,154,693
954,34,46,False,791,0,418,86,504
955,100,1500,False,614,0,356,95,451
956,1,3,False,542,0,385,88,473
957,45,45,True,543,0,314,85,399
958,40,40,True,76,0,742,102,844
959,7,7,True,812,0,976,155,1131
960,11,9,False,948,0,6156,160,6316
961,225,143,False,1162,0,682,114,796
962,1000,600,False,342,0,220,97,317
963,147,149,False,1710,0,992,114,1106
964,200,200,True,715,0,314,92,406
965,374,190,False,2232,0,814,176,990
966,48,60,False,963,0,496,150,646
967,30,30,True,653,0,379,83,462
968,227,212,False,1312,0,664,164,828
969,1800,1800,True,750,0,439,91,530
970,33,33,True,384,0,295,76,371
971,100,100,True,738,0,505,91,596
972,120,120.,True,603,0,664,104,768
973,79,10,False,867,0,416,69,485
974,5,5,True,578,0,379,104,483
975,20,20,True,795,0,357,87,444
976,540,375,False,1353,0,704,129,833
977,4,4,True,648,0,398,99,497
978,160,160,True,744,0,362,75,437
979,50,60,False,857,0,367,92,459
980,90,90,True,702,0,437,99,536
981,7,7,True,653,0,390,96,486
982,12,12,True,1191,0,536,116,652
983,15,15,True,795,0,371,74,445
984,342,270,False,1225,0,565,128,693
985,63,63,True,475,0,277,75,352
986,70,70.00,True,761,0,433,112,545
987,3,3,True,1148,0,552,110,662
988,6,6,True,684,0,374,102,476
989,45,30,False,596,0,267,78,345
990,14,18,False,33,0,1156,130,1286
991,15,35,False,1239,0,877,107,984
992,52,51,False,62,0,439,115,554
993,11,11,True,1258,0,554,132,686
994,2,2,True,1048,0,562,141,703
995,12,48,False,405,0,219,84,303
996,3,3,True,946,0,589,111,700
997,6,3600,False,816,0,382,127,509
998,50,50,True,45,0,520,122,642
999,25,50,False,763,0,445,90,535
1000,1,5,False,1347,0,548,123,671
1001,2,2,True,848,0,456,148,604
1002,8,8,True,762,0,435,91,526
1003,480,115,False,1039,0,538,106,644
1004,8,8,True,1302,0,584,105,689
1005,1490,1490.,True,390,0,2203,102,2305
1006,826,826,True,354,0,772,151,923
1007,34,34,True,658,0,392,95,487
1008,230,230,True,757,0,433,86,519
1009,1,1875,False,770,0,824,125,949
1010,5,5,True,760,0,276,106,382
1011,6000,3100,False,98,0,260,183,443
1012,94,55.2,False,7030,0,3547,162,3709
1013,2,2,True,826,0,514,122,636
1014,3,9,False,885,0,656,133,789
1015,78,78,True,732,0,392,92,484
1016,138,139,False,630,0,433,107,540
1017,45,45,True,1070,0,452,94,546
1018,60,60,True,496,0,351,90,441
1019,98,137,False,1929,0,936,120,1056
1020,22,22,True,635,0,310,81,391
1021,36,46,False,828,0,505,107,612
1022,12,12,True,921,0,552,98,650
1023,77,77,True,512,0,290,81,371
1024,300,80.00,False,1074,0,567,88,655
1025,30,50,False,1458,0,582,86,668
1026,43200,,False,913,0,525,113,638
1027,12,12,True,974,0,430,107,537
1028,200,500,False,819,0,413,106,519
1029,34,42,False,1062,0,4883,166,5049
1030,24,80,False,1642,0,839,154,993
1031,5,5,True,16,0,916,108,1024
1032,450,450,True,1095,0,6999,122,7121
1033,2,2,True,734,0,429,100,529
1034,66,66,True,427,0,270,79,349
1035,35,45,False,1199,0,451,145,596
1036,10,10,True,550,0,252,88,340
1037,10,10,True,558,0,343,108,451
1038,4,25,False,864,0,499,125,624
1039,160,160,True,1044,0,513,99,612
1040,736,634,False,1118,0,577,100,677
1041,101,101,True,683,0,353,102,455
1042,3,7.17,False,286,0,1224,118,1342
1043,130000,130,False,746,0,406,93,499
1044,1,1,True,901,0,485,106,591
1045,420,420,True,714,0,529,82,611
1046,189,,False,924,0,535,79,614
1047,10,10,True,877,0,574,117,691
1048,7400,9879,False,969,0,591,94,685
1049,20,20,True,652,0,375,83,458
1050,655,655,True,744,0,376,88,464
1051,15,15,True,477,0,295,79,374
1052,110,110,True,685,0,357,116,473
1053,55,55,True,700,0,426,135,561
1054,2400,2,False,590,0,337,97,434
1055,2304,2304,True,636,0,335,85,420
1056,156,260,False,986,0,589,103,692
1057,24,24,True,769,0,370,83,453
1058,250,250,True,541,0,324,96,420
1059,2,2,True,593,0,357,79,436
1060,31,31,True,710,0,440,100,540
1061,58,58,True,866,0,549,86,635
1062,482,482,True,691,0,424,118,542
1063,320,320,True,588,0,324,90,414
1064,247,247,True,720,0,484,107,591
1065,95,95,True,533,0,337,77,414
1066,14,14,True,1025,0,483,83,566
1067,245,24500,False,550,0,376,103,479
1068,24,12,False,995,0,455,100,555
1069,300,3000,False,760,0,399,148,547
1070,18,22,False,721,0,425,118,543
1071,251,365,False,702,0,470,125,595
1072,85,85,True,753,0,407,80,487
1073,21,42,False,922,0,503,113,616
1074,750,750,True,577,0,328,83,411
1075,16,0,False,1963,0,759,98,857
1076,162,162,True,567,0,372,91,463
1077,145,440,False,3196,0,1347,230,1577
1078,8,8,True,604,0,485,138,623
1079,10,10,True,977,0,450,109,559
1080,72000,28,False,628,0,348,75,423
1081,195,195,True,944,0,445,91,536
1082,2,1,False,528,0,271,99,370
1083,2,2.00,True,835,0,470,102,572
1084,20,0,False,216,0,2303,82,2385
1085,26,26,True,424,0,223,71,294
1086,131250,131250,True,904,0,640,162,802
1087,12,12,True,829,0,476,117,593
1088,30,5.67,False,1065,0,502,120,622
1089,32,32,True,747,0,405,101,506
1090,72,72,True,849,0,409,111,520
1091,1000,1000,True,480,0,264,87,351
1092,1080,1080,True,106,0,906,119,1025
1093,144,144,True,1524,0,776,105,881
1094,25,14.29,False,203,0,1463,140,1603
1095,270,270,True,764,0,449,88,537
1096,240,160,False,950,0,431,119,550
1097,480,480,True,929,0,504,96,600
1098,30,30,True,632,0,329,88,417
1099,2,2,True,865,0,483,116,599
1100,5,5,True,736,0,381,83,464
1101,16,16,True,833,0,396,85,481
1102,113,113,True,206,0,693,145,838
1103,90,90,True,957,0,588,114,702
1104,24,24,True,620,0,297,70,367
1105,40,20,False,1259,0,664,104,768
1106,5,5,True,493,0,299,85,384
1107,360,360,True,621,0,404,68,472
1108,38,38.,True,167,0,379,95,474
1109,3,3,True,936,0,513,76,589
1110,60,185,False,526,0,332,121,453
1111,157,157,True,642,0,444,98,542
1112,5,5,True,549,0,385,81,466
1113,3,3,True,496,0,297,81,378
1114,8,8,True,442,0,278,82,360
1115,5,5,True,446,0,285,108,393
1116,60,60,True,555,0,327,84,411
1117,9,9,True,546,0,292,75,367
1118,5,2,False,838,0,515,120,635
1119,18,18,True,1215,0,591,150,741
1120,560,280,False,760,0,372,88,460
1121,35,35,True,621,0,292,80,372
1122,18,26,False,2809,0,1244,139,1383
1123,105,105,True,323,0,431,99,530
1124,64,,False,1218,0,678,93,771
1125,90,90,True,610,0,374,99,473
1126,50,50,True,450,0,242,99,341
1127,750,750,True,479,0,297,128,425
1128,9,6,False,900,0,381,72,453
1129,8,8,True,1407,0,1099,103,1202
1130,25,25,True,871,0,3976,123,4099
1131,96,96,True,520,0,1725,108,1833
1132,45000,45000,True,993,0,594,84,678
1133,50,50,True,971,0,1982,130,2112
1134,7,7,True,588,0,289,89,378
1135,32,32,True,1013,0,468,85,553
1136,26,26,True,567,0,299,91,390
1137,68,34,False,27929,0,9658,128,9786
1138,700,700,True,1052,0,501,107,608
1139,1,1.00,True,903,0,444,111,555
1140,27,18,False,1204,0,536,91,627
1141,20,20,True,835,0,487,85,572
1142,9,9,True,572,0,374,110,484
1143,300,300,True,744,0,347,73,420
1144,34,34,True,862,0,480,95,575
1145,291,144,False,589,0,352,117,469
1146,16,16,True,689,0,400,104,504
1147,22,22,True,843,0,562,140,702
1148,9,9,True,552,0,267,74,341
1149,93,93,True,601,0,334,75,409
1150,21,21,True,382,0,196,77,273
1151,50,50,True,482,0,303,79,382
1152,12,12,True,672,0,323,86,409
1153,20,20,True,1486,0,653,112,765
1154,30,30,True,670,0,388,76,464
1155,13,13,True,546,0,710,79,789
1156,120,240,False,562,0,292,107,399
1157,3,3,True,457,0,617,100,717
1158,7300,7,False,1199,0,615,119,734
1159,50,66,False,1010,0,602,106,708
1160,1125,1125,True,18,0,1040,96,1136
1161,170,170,True,792,0,414,114,528
1162,3,3,True,420,0,241,70,311
1163,12,12,True,845,0,434,78,512
1164,9,9,True,502,0,3127,102,3229
1165,1248,416,False,910,0,515,115,630
1166,2350,2350,True,1124,0,711,161,872
1167,120,120,True,325,0,217,71,288
1168,20,20,True,845,0,526,97,623
1169,2,2,True,987,0,496,96,592
1170,2,2,True,908,0,391,110,501
1171,3160,3160,True,720,0,513,107,620
1172,93,6,False,644,0,322,123,445
1173,10,10,True,793,0,427,101,528
1174,240,12,False,988,0,495,120,615
1175,16,14.5,False,785,0,455,119,574
1176,2,7,False,647,0,373,191,564
1177,17,17,True,765,0,434,85,519
1178,17,17,True,514,0,233,70,303
1179,50,50,True,1041,0,481,77,558
1180,5600,5,False,519,0,370,126,496
1181,20,20,True,1299,0,735,83,818
1182,1800,1800,True,723,0,342,84,426
1183,11,1,False,851,0,300,157,457
1184,306,765,False,389,0,215,84,299
1185,6,3,False,1195,0,446,96,542
1186,19,19,True,585,0,343,76,419
1187,5,3,False,2162,0,1066,94,1160
1188,24,16.,False,323,0,3987,78,4065
1189,6,8,False,909,0,440,89,529
1190,19,19,True,82,0,1833,140,1973
1191,100,280.,False,21,0,948,92,1040
1192,280,280,True,798,0,450,110,560
1193,9,9.00,True,284,0,1097,134,1231
1194,1200,1200,True,504,0,324,96,420
1195,320,520,False,860,0,466,164,630
1196,75,75,True,459,0,317,82,399
1197,2400,2,False,997,0,505,91,596
1198,140,140,True,681,0,443,126,569
1199,2,2,True,1165,0,557,199,756
1200,8,8,True,511,0,360,75,435
1201,42,42,True,576,0,390,89,479
1202,19,9,False,1800,0,752,100,852
1203,240,,False,5592,0,2009,97,2106
1204,168,168,True,915,0,498,121,619
1205,4,12,False,879,0,382,109,491
1206,40,40000,False,683,0,377,109,486
1207,64,64.00,True,562,0,342,114,456
1208,27,27,True,672,0,355,75,430
1209,29,29,True,1013,0,547,204,751
1210,288,288,True,763,0,311,102,413
1211,448,448,True,516,0,417,83,500
1212,150,150,True,907,0,367,107,474
1213,31,31.62,False,1111,0,528,112,640
1214,5,10,False,426,0,281,82,363
1215,36,180,False,1321,0,740,154,894
1216,20,20,True,884,0,545,138,683
1217,75,45,False,888,0,430,117,547
1218,225,225,True,722,0,353,146,499
1219,100,100,True,756,0,372,84,456
1220,32,32,True,469,0,356,87,443
1221,10,10,True,899,0,367,115,482
1222,350,350,True,596,0,259,88,347
1223,8,8.00,True,517,0,367,94,461
1224,5,5,True,662,0,299,79,378
1225,3,3,True,412,0,922,91,1013
1226,90,66,False,880,0,400,111,511
1227,66,3,False,950,0,429,98,527
1228,31,31,True,714,0,395,79,474
1229,36,36,True,459,0,333,88,421
1230,440,360,False,741,0,399,140,539
1231,70,70,True,552,0,431,96,527
1232,15,15,True,610,0,319,90,409
1233,81,81,True,611,0,440,96,536
1234,12,12,True,684,0,307,77,384
1235,60,40,False,891,0,618,108,726
1236,84,84,True,1244,0,608,108,716
1237,78,78,True,416,0,248,83,331
1238,520,520,True,661,0,445,108,553
1239,50,50,True,920,0,444,99,543
1240,2,2,True,792,0,3597,122,3719
1241,8,7,False,1659,0,792,77,869
1242,20,20,True,487,0,407,96,503
1243,50,240,False,842,0,412,99,511
1244,35,35,True,1076,0,547,129,676
1245,96,96,True,730,0,580,104,684
1246,3360,3360,True,734,0,309,90,399
1247,7,7,True,767,0,423,132,555
1248,750,375,False,769,0,424,154,578
1249,56,40,False,1124,0,615,153,768
1250,22,110,False,493,0,242,87,329
1251,30,32.5,False,840,0,433,115,548
1252,70,70,True,633,0,387,88,475
1253,120,120,True,848,0,418,84,502
1254,30,0,False,2371,0,1058,134,1192
1255,12,12,True,958,0,498,111,609
1256,15,15,True,1077,0,612,147,759
1257,14,14.00,True,559,0,285,95,380
1258,60,60,True,561,0,327,82,409
1259,7200,7200,True,608,0,424,82,506
1260,5,5,True,538,0,299,124,423
1261,235,235,True,1329,0,643,121,764
1262,12,12,True,768,0,429,109,538
1263,500,560,False,851,0,448,153,601
1264,210,210,True,1146,0,4171,176,4347
1265,36,30,False,740,0,378,141,519
1266,147,147,True,942,0,570,96,666
1267,40,80,False,682,0,368,80,448
1268,20,16,False,656,0,329,87,416
1269,54,54,True,1181,0,522,98,620
1270,3528,3,False,845,0,582,100,682
1271,43,43,True,815,0,450,94,544
1272,296,296,True,844,0,464,117,581
1273,27,27,True,205,0,741,94,835
1274,38,34,False,398,0,284,93,377
1275,16,14.5,False,554,0,332,115,447
1276,70,70,True,772,0,347,99,446
1277,48,48,True,701,0,386,80,466
1278,665,665,True,606,0,392,100,492
1279,180,15.00,False,272,0,257,121,378
1280,7,7,True,675,0,338,88,426
1281,20,20,True,855,0,457,83,540
1282,12,12,True,781,0,442,106,548
1283,60,60,True,673,0,388,88,476
1284,25,15,False,608,0,335,138,473
1285,1218,1218,True,346,0,597,115,712
1286,105,105,True,843,0,418,82,500
1287,84,84,True,902,0,543,100,643
1288,34,26,False,1806,0,794,98,892
1289,101,101,True,1044,0,414,132,546
1290,90,90,True,969,0,507,79,586
1291,27,27,True,500,0,248,79,327
1292,67,70,False,447,0,239,88,327
1293,140000,140000,True,472,0,466,92,558
1294,36,8,False,778,0,404,129,533
1295,2,18,False,838,0,491,111,602
1296,335,335,True,544,0,389,112,501
1297,60,60,True,908,0,534,141,675
1298,31,31.00,True,517,0,455,91,546
1299,13,13,True,492,0,325,102,427
1300,120,120,True,581,0,327,89,416
1301,23,11,False,849,0,536,120,656
1302,72,72,True,676,0,396,107,503
1303,4,4,True,1428,0,833,107,940
1304,1000,1,False,659,0,381,104,485
1305,2325,2325,True,601,0,358,97,455
1306,2,2,True,49,0,1625,180,1805
1307,8,8,True,742,0,369,83,452
1308,30,30,True,466,0,286,75,361
1309,2280,2180,False,551,0,434,103,537
1310,64,64,True,1526,0,1923,112,2035
1311,594,600,False,815,0,396,104,500
1312,180,180,True,646,0,392,90,482
1313,2,2,True,997,0,1901,78,1979
1314,8,9,False,1127,0,652,103,755
1315,5,5,True,732,0,432,100,532
1316,230,470,False,621,0,343,117,460
1317,5,5,True,881,0,565,81,646
1318,14,14,True,680,0,353,86,439
